Dosya Adı,Etiket,SRO,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19
AI COVER_138_17.wav,AI COVER,0.14550566893424036,2515.9480478745795,2289.4929807372177,4913.1093343098955,-178.9243,72.91587,-33.062504,15.430269,-3.2200532,21.457972,14.93477,17.734583,-0.6451125,-2.7091842,-9.824775,1.0302058,0.6798806,1.2307837,-9.664446,0.76410645,-4.072308,1.7235221,-5.610468,-0.9121646
AI COVER_112_5.wav,AI COVER,0.06226757369614513,1160.8375866537726,1498.3472460750372,2363.7674967447915,-206.98291,136.00604,-11.588718,56.912605,9.965913,3.233318,-4.6849523,-6.4736915,-11.861823,8.855224,-4.070209,14.441756,3.8153398,-14.998797,-17.049961,-4.728717,-6.444919,-4.967395,14.402709,5.406833
AI COVER_187_2.wav,AI COVER,0.10521541950113379,2443.3350460194843,2375.53606963162,4617.277018229167,-166.21297,59.782906,4.860021,62.070953,31.238575,-8.67355,-20.824333,6.280579,-10.570721,-21.686867,-7.314867,-3.1112885,-3.9066434,-12.070172,-17.954098,-1.2835494,-11.61775,-8.583353,-3.8992338,-16.062357
AI COVER_142_8.wav,AI COVER,0.04819954648526077,1108.4777882263663,1720.5515053573113,1725.048828125,-212.24219,163.15715,16.100328,2.0679264,0.85785985,-1.102502,-9.401113,4.2941227,-17.28535,8.796792,-5.018369,-4.482794,-12.909679,-4.9500403,-6.052902,5.8325353,-8.651512,4.71081,-8.2414665,-6.4256287
AI COVER_12_3.wav,AI COVER,0.07999092970521542,2062.363422155443,2420.469879171643,4557.063802083333,-81.080925,102.023964,5.5456567,28.46351,4.852695,9.455858,-0.5783256,6.952734,-0.014780257,3.3400946,-7.106588,10.559693,-0.503291,0.8465829,-3.6330962,6.8575053,-1.8792281,3.6913624,-1.5460488,-3.2690234
AI COVER_58_1.wav,AI COVER,0.133578231292517,2595.1259439454,2335.6012795241313,5100.9765625,-146.65314,63.421772,-13.960673,45.284107,-3.779558,12.424671,-5.9284487,7.1920047,0.78629994,2.117038,-5.6549907,2.783475,2.2380762,4.9033227,7.2052617,9.551948,1.1493459,0.974747,-4.938186,1.4910469
AI COVER_59_5.wav,AI COVER,0.13796825396825396,2860.9641016730166,2772.804980186114,6395.8099365234375,-6.8680873,72.097916,-19.588366,9.350934,13.620544,-4.5062013,5.71285,18.431425,3.0581875,18.6723,0.197097,-0.17256348,0.5925341,12.722602,1.2054365,8.59416,0.8749451,2.1674685,-1.6676109,1.2098411
AI COVER_198_7.wav,AI COVER,0.14214965986394557,2851.032806035732,2758.3341509359484,5994.6543375651045,23.313646,69.57784,3.8810918,30.463768,1.8102303,5.9219584,-1.3157454,-1.6851934,1.8505365,0.59465325,-5.036184,4.4236145,-0.96187466,0.54201704,4.69307,2.9775677,-6.5890107,0.38687816,-2.3208737,0.06348017
AI COVER_198_1.wav,AI COVER,0.08457142857142858,2329.9865262404983,2574.4055865329387,5172.255452473958,-104.298485,74.315025,11.9050455,38.74427,9.377908,13.932792,-2.6284182,-1.5369178,-8.166534,-6.3892345,-5.090505,1.9587095,-7.3324656,-2.082687,-13.742415,-8.243273,-18.62174,-7.8865266,-6.1381474,-6.136999
AI COVER_203_4.wav,AI COVER,0.13005895691609978,2886.6141012799753,2680.8430334130503,6005.570475260417,-93.38817,62.33169,1.8723823,38.832756,8.041071,12.447727,-0.6881762,6.4861326,-7.2203345,5.9019995,-7.843292,0.51405877,-8.5348215,-4.044083,-8.818046,-3.2062566,-12.376124,0.9707222,-6.352526,-4.6404757
AI COVER_171_6.wav,AI COVER,0.09587301587301587,2049.839045998122,2107.5434126070854,4070.323689778646,-220.86346,103.83778,-16.336481,23.308226,-6.030746,4.2023296,-5.438335,-4.3526435,-7.51482,-0.06563801,-12.646156,-2.5667775,-4.5897403,-2.2653089,-2.0033464,-4.649359,-5.5819454,-1.2276505,-8.41223,-3.353959
AI COVER_143_12.wav,AI COVER,0.10824489795918367,1903.4668147416908,2045.2683685194788,3663.1368001302085,-101.73325,112.641365,-25.503685,25.356056,3.786898,5.936387,2.707874,-5.3866177,-5.232701,1.8322186,4.313433,6.782595,-10.930952,-2.259456,-4.4216557,1.1462618,-6.888372,2.0303502,-1.0073446,3.351467
AI COVER_65_4.wav,AI COVER,0.07887528344671202,1971.5354142711612,2317.903648751054,4155.1605224609375,-87.713905,110.37963,15.17336,26.641695,-0.21526507,5.6685205,0.32733268,10.227838,-7.1616545,11.513068,-2.0754864,6.1586666,-7.0017962,-0.84383446,-0.29416484,0.0989625,-3.9887364,0.43153083,-1.2497351,-3.6797435
AI COVER_167_2.wav,AI COVER,0.0579047619047619,1499.7439684378933,1859.0908921792873,2866.4581298828125,-218.70442,125.961334,-4.8786826,20.970276,10.104732,1.3304474,1.1567793,-1.2598326,-11.43266,3.3502107,-5.466932,4.617984,-0.6901316,-0.6729646,0.53545123,1.9203107,-7.8885565,-1.674219,-10.81541,-7.4010744
AI COVER_137_5.wav,AI COVER,0.07991836734693877,1682.2308183968923,2029.2764626171368,3622.7620442708335,-91.330315,121.63886,-6.20696,36.372036,-3.8640752,-1.8410118,-1.160461,1.3559767,-1.9556887,10.530938,-2.180989,6.65662,-8.1543,-3.3587942,-3.6810207,4.542099,-3.685264,5.0768147,3.0578427,0.8261405
AI COVER_159_3.wav,AI COVER,0.09364172335600907,2148.500013405239,2302.2481932278542,4290.191650390625,-131.68108,108.62186,-18.810537,12.19392,10.109162,-18.725985,13.082239,-4.124932,-13.990257,12.627484,-26.63917,10.00338,-14.876332,-9.731068,-6.725125,-6.663164,-1.330748,10.685931,-5.3798504,11.847892
AI COVER_90_4.wav,AI COVER,0.09467573696145125,2034.3854317514504,2252.2295625218558,4310.0799560546875,-6.2281427,107.29537,-7.040627,29.693316,2.777359,9.696351,4.1832557,2.396198,6.8081884,7.1156793,-11.745048,2.0303183,-14.014434,0.5392254,7.8578534,-8.761357,-5.318346,-8.130732,-2.7093337,5.0855317
AI COVER_37_3.wav,AI COVER,0.06608616780045351,1777.636776188962,2200.884443369798,3783.214314778646,-93.29821,111.57636,11.371287,28.828274,2.600771,17.306736,-3.713423,11.2149515,-0.29067415,1.2204459,-3.4475203,1.3395934,-2.9932327,6.5622835,4.5954566,4.001318,-0.8812397,5.4445305,-2.6538084,0.68088204
AI COVER_20_2.wav,AI COVER,0.10713832199546486,2357.442524037189,2464.736786943876,5055.3680419921875,-198.53682,80.96978,-5.6201963,16.505974,0.3594866,-0.9163734,3.3174267,4.017903,-7.2499065,-4.4567113,10.776392,6.3460183,-2.6080918,-6.095865,-12.067085,14.289557,1.5253744,-4.2588906,-17.43877,3.6586883
AI COVER_210_4.wav,AI COVER,0.11132879818594105,2891.5876686275933,2982.5392232656304,6525.856526692708,-131.79309,54.104168,39.791965,52.90847,25.045433,4.848297,-12.896703,10.082524,-1.7426317,-14.710789,-7.399212,-6.2126527,-5.833313,-2.3953512,-2.4877741,-7.0766163,-9.009718,0.10441745,-6.1189675,-6.982041
AI COVER_87_3.wav,AI COVER,0.10258503401360544,2078.355202089752,2219.4578510705023,4181.528727213542,-22.08605,101.63657,-11.042481,33.54623,4.5594215,9.70346,5.1294856,11.727727,-1.838385,14.784591,-0.56612885,6.5095954,-0.8973033,-0.85798955,-2.7922974,-0.3791273,-3.3111904,4.4774866,-0.12957014,2.890479
AI COVER_138_13.wav,AI COVER,0.12182312925170068,1920.514471755194,1995.5340657762263,3722.004191080729,-123.26432,105.39366,-10.487435,41.057926,7.85803,13.538025,-7.8262362,0.85402155,-2.9923413,0.039979316,-9.014939,0.14973895,-1.1600205,3.8141797,-7.294192,-3.2106588,-5.857938,4.9441805,-2.6871433,-8.108644
AI COVER_138_18.wav,AI COVER,0.13264399092970522,2467.034843492961,2367.766038273331,4922.8790283203125,-211.06471,81.05375,-32.246872,13.624913,5.3870997,21.74679,10.962993,9.354958,-3.2633493,-0.6415203,-4.745291,0.683903,-5.5974774,0.019563675,-7.4352994,-2.005705,-7.7897544,0.30386406,-6.5381837,-8.303132
AI COVER_140_2.wav,AI COVER,0.024453514739229024,471.0445136743936,719.526995138047,720.6644694010416,-418.69458,227.95355,9.571305,30.521252,29.843954,5.8819265,1.6381655,-10.746541,-6.0995364,-3.0459301,-4.9467063,2.7476003,1.8971021,1.8398455,5.0016537,2.8001616,-4.2487082,-6.38422,-1.5547892,0.15008742
AI COVER_156_7.wav,AI COVER,0.07551927437641723,1897.3138296338545,2330.3995197570994,4223.49853515625,-122.55428,110.83773,8.933302,24.99701,-0.51461166,4.2964864,11.212699,-0.6669519,-19.175804,8.697477,-16.8359,9.130199,-10.996849,-2.1493301,-3.6731904,-7.872998,-7.8718376,0.3120774,-12.083856,1.2113421
AI COVER_185_3.wav,AI COVER,0.08742857142857142,2311.8147702200345,2550.0330311931407,5112.440999348958,-55.354248,96.21469,-0.12905714,10.9566145,6.4156923,8.214699,0.6278681,7.7043552,-2.9075887,1.3559369,-3.269563,1.113552,-0.6664994,6.520524,-1.7759362,4.089564,-1.2885286,1.5318927,-1.4769961,4.6700706
AI COVER_130_3.wav,AI COVER,0.05828571428571429,1726.0445306804916,2249.390856237853,3771.8994140625,-132.68118,110.3556,7.558221,36.960503,15.063746,11.243517,1.576214,9.321403,-1.2813547,5.118423,-4.649701,3.0434406,-5.9319806,2.2009578,1.912559,5.018149,1.6500626,2.4731016,-7.0257177,-5.9193425
AI COVER_225_9.wav,AI COVER,0.14733786848072564,2722.8386660152323,2416.5244136042743,5276.8310546875,32.70198,65.930695,-25.964571,39.42117,6.8066263,16.07328,3.681232,13.47901,7.864452,5.5012555,-5.257843,4.4633036,-1.5281031,0.24815753,-5.889896,0.9042956,-7.7430334,0.7108646,-0.6337048,2.315988
AI COVER_202_6.wav,AI COVER,0.09899319727891157,2144.3401490889637,2459.321470951044,4756.4453125,-104.53848,95.6784,1.1117798,20.015543,4.209525,16.894321,7.410409,5.647591,-4.6092267,-4.3256974,-7.5356097,0.70884776,-3.091225,-0.39517912,-5.9205236,-1.7067479,-3.7189772,1.8585603,-5.0192227,1.4692962
AI COVER_137_4.wav,AI COVER,0.04621315192743764,1425.9251470907707,2051.7395767653456,3069.8771158854165,-150.23102,130.72253,8.529082,25.059702,5.455657,9.8537655,0.16202556,5.323397,-4.40151,11.788206,-3.1077206,5.525169,-3.382643,0.20718384,-9.060678,4.209875,-1.5884978,6.869827,1.406226,3.6030788
AI COVER_65_7.wav,AI COVER,0.08902494331065759,2100.846766164376,2203.653252359822,4569.1762288411455,-47.888912,102.31756,-20.4689,47.850853,-1.8398575,16.270332,2.8884401,5.6988444,7.8352013,8.593019,0.48117235,5.8493285,-3.1303146,-0.8527301,-0.42785242,7.0219736,-7.3801074,-0.2275595,-3.5139048,-0.116521835
AI COVER_27_0.wav,AI COVER,0.13324263038548753,2495.3904895467645,2319.437544376072,4707.99560546875,-240.89963,78.31376,5.9167304,40.625763,-0.6615387,-2.0336215,7.398951,19.791346,-22.387487,-3.668269,-0.9551881,-5.165115,-1.7170357,-1.6734513,-7.4734983,-5.496943,-14.506341,-10.895604,-3.6414676,-5.018548
AI COVER_180_3.wav,AI COVER,0.07339682539682539,2175.5214498874343,2533.140347705177,4815.7114664713545,-82.39565,84.6702,8.175664,26.540844,9.954232,15.575301,6.904481,10.363955,-1.2383906,9.856171,0.15018477,6.9540243,3.1007595,4.5666666,-4.821802,4.34471,-5.0153356,4.897761,-0.731294,3.003018
AI COVER_169_2.wav,AI COVER,0.14797278911564626,2944.7195839505207,2602.385032772892,5865.704345703125,-2.5773923,56.77595,-14.074729,43.514595,10.920161,10.749837,-2.8397553,7.362101,4.888517,4.788854,-0.30699086,0.12959416,-3.852879,-0.103794634,-6.629128,2.742439,-7.6002555,-1.7938262,0.21393889,1.1626828
AI COVER_28_1.wav,AI COVER,0.13108390022675737,2490.2448937121208,2486.3913672196254,5145.6878662109375,-72.818665,80.07477,-9.696235,27.766947,7.530946,7.0905232,1.1288602,3.9495807,-6.7072725,1.8608881,-3.5554612,6.3122344,4.211391,7.0645843,3.320065,2.7696462,-7.638661,-1.1129141,-6.0542674,-2.2229517
AI COVER_18_3.wav,AI COVER,0.07570068027210884,1695.8370747821132,1869.377171354624,3551.5828450520835,-110.36064,123.981316,-7.8350644,46.97486,-8.774119,2.8249884,-8.093446,2.1658819,-17.49055,6.132957,1.6354882,-3.4688466,0.3935181,1.3258995,-4.0695944,2.448775,-3.1796052,-0.6173806,-5.0211244,-5.7181926
AI COVER_167_1.wav,AI COVER,0.09378684807256236,1755.3189660956323,1601.6648749900507,3048.0448404947915,-282.11526,102.558174,-13.615184,17.705076,5.3757787,-15.5795145,-17.046541,-8.931493,-11.349601,-5.0824304,-15.559852,-2.8218274,0.056654964,-0.48428205,0.12608324,-6.1108594,-4.055347,-7.0338917,-11.858801,-0.37225285
AI COVER_187_7.wav,AI COVER,0.06282086167800453,1678.1471864173548,2137.867653374406,3727.4871826171875,-126.49848,121.3284,4.133015,30.72424,4.2561855,8.145933,-0.7357528,12.15356,-11.455675,-0.45345306,2.9579334,-1.6096375,-1.318996,1.3624163,-5.092203,0.1559949,-12.002563,-1.2087456,-4.5381503,-0.7908059
AI COVER_104_2.wav,AI COVER,0.0950204081632653,2215.745817765631,2337.8340011433224,4613.5386149088545,-48.04698,94.10108,-9.921891,25.708633,-6.9759026,1.063425,-7.053125,4.296681,-13.058936,2.9924312,-13.953473,3.4587567,-7.2721286,-10.583648,-3.9143763,-5.446472,-11.4531975,-3.9257936,-6.7128725,-7.1302176
AI COVER_6_5.wav,AI COVER,0.08971428571428572,2137.126267477549,2446.021067519018,4537.4745686848955,-95.09382,100.92549,9.11446,14.475038,10.17411,10.90252,-9.827404,6.511966,0.69251734,2.8476136,-1.4360166,8.350187,-4.9065237,1.9864725,-9.413147,7.9393535,-0.49623582,3.7961671,3.1634314,4.9861784
AI COVER_214_1.wav,AI COVER,0.11937414965986394,2304.26067694213,2237.5967302584054,4479.2551676432295,-128.27336,82.721344,-4.1591053,39.357967,-0.75213635,-1.6260396,8.644318,-11.336216,3.9751933,2.792381,-16.606667,6.5835843,-10.551136,4.3076496,-7.0899906,-10.034924,-4.8294497,-4.662257,2.3150067,7.582384
AI COVER_226_61.wav,AI COVER,0.16281179138321997,2832.0200496744797,2469.7362097741684,5540.812174479167,-2.6742215,63.985603,-9.593389,52.960686,-6.9770145,19.186148,1.337413,6.3105,1.3168294,-1.3241332,3.8457625,0.02701355,-4.855791,-7.5913167,-9.998311,4.255069,-2.29408,4.234476,-2.7534208,-4.222408
AI COVER_218_6.wav,AI COVER,0.14495238095238094,2874.8228470932636,2671.491886765911,5826.0772705078125,16.867525,63.084442,-6.4526405,36.49914,4.7465997,4.5452113,8.263245,10.76298,12.045735,6.0928216,-5.0648327,1.7139211,-1.331611,6.145628,3.9713633,12.03973,-0.7907775,-2.7855382,-6.1960855,2.6192694
AI COVER_139_5.wav,AI COVER,0.06793650793650793,1523.9823824329924,1905.3537929561967,2870.744832356771,-119.08029,138.6431,-9.164303,11.322894,8.745016,8.988819,-12.678349,3.3334305,-12.161946,12.853963,-7.8205547,5.6871376,0.3457816,-1.2801967,-3.2475586,0.9174778,-10.820683,3.9768784,-1.2467169,10.842143
AI COVER_82_3.wav,AI COVER,0.12147845804988662,2446.5877753724085,2447.8712740388232,5104.864501953125,-86.52592,85.47785,-11.678921,30.393248,-1.6942657,10.977044,4.564986,7.674522,-3.402524,8.3772135,-5.9250956,6.6854825,-4.224727,-1.9973456,2.1914995,-2.0908833,-3.0963037,2.798567,3.5557394,2.7506895
AI COVER_142_10.wav,AI COVER,0.05499319727891157,1275.887508275964,1824.2963443063782,2437.3392740885415,-197.8372,143.4049,9.354421,27.490463,6.113216,-0.8399045,-6.912453,-0.40803915,-6.5602074,0.3128395,-11.209826,-2.3396075,-14.526756,-7.059377,-1.0086585,5.6038136,-3.8959208,0.53615344,-0.36132172,5.187943
AI COVER_60_5.wav,AI COVER,0.175156462585034,2534.58068760517,1877.9399374523102,4529.349772135417,-107.148155,87.8621,-63.86552,44.707783,-22.576548,12.41192,-3.8013566,-3.539534,0.23622683,-5.2686033,-1.0738302,-0.863905,-5.6941457,-3.1602159,-10.893162,2.0234516,-6.05413,2.372926,-0.11550716,5.7298775
AI COVER_102_4.wav,AI COVER,0.07910204081632653,1716.8240765629894,2008.3142199318183,3627.995808919271,-202.37859,113.23605,5.6867557,42.463814,-0.65359634,11.114956,-13.243932,6.3580565,-6.9677906,1.3318471,-0.5103764,-4.4666543,-11.403117,-1.0309534,-5.0615273,1.3155986,-0.949693,-3.6024768,4.354842,2.283469
AI COVER_88_0.wav,AI COVER,0.4710748299319728,4865.4200463885945,2531.1048788111866,7491.76025390625,-587.11835,23.320347,-28.59645,10.004742,-8.036046,3.361374,1.2347823,-7.223693,1.7827799,-4.639411,-0.31403118,-1.2666733,-2.8181486,-0.5170665,-7.7558765,0.004010443,-6.7274647,-1.9133433,-1.3358186,-3.5605848
AI COVER_88_3.wav,AI COVER,0.10858956916099773,2138.2630820646627,2022.2401562355205,4163.285319010417,-71.98133,101.86802,-35.64093,49.244118,-4.001599,16.810219,8.723607,9.135394,-3.5729556,2.4351456,0.76453376,3.1184711,1.3761195,-0.40708232,-3.0467587,6.17918,-0.49374977,3.8816648,2.2043486,-4.8411837
AI COVER_163_4.wav,AI COVER,0.07111111111111111,1750.6075665776482,2041.6867642432412,3615.833536783854,-114.159615,127.28978,-8.396506,20.141895,-0.525291,3.1246495,6.4144325,3.9547276,-3.2518756,12.172411,-7.312404,6.5994973,-8.596536,-0.83340526,-4.257403,2.1257007,0.98655766,13.400415,0.5006549,8.384391
AI COVER_134_3.wav,AI COVER,0.14345578231292516,2856.9977049364816,2522.980144212875,5699.818929036458,-44.06591,66.05037,-5.896522,25.128422,-2.2165227,8.527821,-3.7548563,12.782238,-11.881884,6.310995,-3.364867,3.036704,-2.660606,-1.2153838,1.5526067,-1.5822489,-5.2445717,3.9193723,-5.1928754,1.3123609
AI COVER_196_5.wav,AI COVER,0.04374603174603175,1087.7674490682762,1427.3952990613443,2104.87060546875,-122.12145,172.42976,-26.448591,25.254204,6.359148,0.47495714,4.320736,7.633177,-0.72929084,0.8830565,2.6236057,4.451978,-3.713774,8.766301,-3.760039,3.0680804,-2.2933462,0.74989647,0.17121534,2.705865
AI COVER_101_0.wav,AI COVER,0.12077097505668934,2185.0964793585736,2241.994295520586,4145.939127604167,-218.61345,84.98534,24.746143,20.438107,12.523511,-0.042906936,-5.2650447,7.2156544,-1.2848605,2.1731293,-1.6708184,0.092671715,-1.309643,1.4530891,-4.1427765,2.7289276,-6.5192394,8.510298,1.1414208,-2.4386399
AI COVER_226_129.wav,AI COVER,0.18691156462585035,3197.383407057859,3091.0913748305643,7029.4443766276045,-760.2807,81.82301,11.093075,-12.061022,-3.882526,-9.498753,-1.1536703,0.70878154,0.838466,5.7815733,-1.4522752,1.8342226,-12.820158,-5.687976,-10.875493,2.058963,-7.384248,-1.8661414,-9.859179,-4.0976324
AI COVER_170_4.wav,AI COVER,0.07597278911564626,1867.176510083753,2158.141673280384,4005.724080403646,-120.355354,109.057045,0.7718449,34.033752,6.704145,14.048087,6.727595,17.047539,-9.278109,17.402515,-3.1140733,4.3412266,-10.223597,2.4446197,1.3635361,-3.2413082,-8.3049,-1.1135254,2.4543507,3.6294317
AI COVER_226_95.wav,AI COVER,0.14282993197278912,2786.826278769345,2624.223021573624,5594.1965738932295,4.488813,71.31942,-14.588551,30.341774,4.49133,4.380395,8.842788,10.156582,4.711953,3.8890848,3.8122652,7.476226,4.5103455,4.8663898,-1.8893175,2.0419874,-1.6551012,4.0564327,-0.42880976,-3.7715154
AI COVER_208_0.wav,AI COVER,0.10240362811791383,2093.095996428039,2252.6233661477954,4226.0406494140625,-360.7115,85.226814,24.550049,29.51566,7.5501833,8.359857,-6.139957,6.076028,-6.167422,2.7010243,-6.201916,4.692653,2.2212145,2.6087916,-2.1106553,-3.1422896,-8.02642,-3.9654174,-3.0407217,-3.073099
AI COVER_36_0.wav,AI COVER,0.05201814058956916,1673.0530486146552,2084.1437092449346,3790.990193684896,-193.95651,91.92441,3.2786427,43.67964,14.176231,14.490028,-3.883485,10.006807,11.759443,8.769909,2.9148898,9.105944,14.742021,17.733057,11.327197,2.1270275,0.5139315,5.378473,-7.467342,-3.4812999
AI COVER_133_2.wav,AI COVER,0.06444444444444444,1820.4466774980083,2356.9007268272303,4490.8192952473955,-63.30301,109.51439,17.896029,25.83088,-2.9802744,25.513584,-10.326032,14.632778,1.3871953,4.6617007,1.5234369,7.951794,-8.060889,-0.21062529,-5.6036987,-2.7654285,-5.8131385,-1.7132163,-2.745844,0.11933115
AI COVER_121_4.wav,AI COVER,0.14425396825396825,2915.6606257746603,2618.4630402761095,5818.351236979167,-2.9806972,61.34907,-20.116589,30.638151,5.91876,6.1093817,10.244371,14.779105,6.916373,13.018206,0.5676307,12.0446415,-3.9167514,-0.28096527,1.1071062,0.1150885,-7.53026,-1.1329834,-2.4527125,-1.4860566
AI COVER_94_2.wav,AI COVER,0.09668934240362811,2171.4212316462326,2182.0484112612608,4314.516194661458,-88.15484,88.50954,-27.908615,4.1137996,-15.367061,-0.85885537,-16.146135,-0.5653881,-10.782208,7.500418,-7.2887626,-2.8099592,-5.512959,-0.8210064,-7.8667045,-3.3739789,-7.4158297,5.0920224,2.2438807,11.8304825
AI COVER_139_14.wav,AI COVER,0.06320181405895692,1798.879730693942,2177.754412444347,4009.7615559895835,-168.22365,110.45839,-11.356371,36.717403,17.086155,15.199532,8.770231,11.179381,2.0960584,7.1895666,3.3769257,4.4421306,-5.1403594,-2.0682683,-3.753497,-0.064074054,-4.1863475,0.7699875,0.07224258,3.959031
AI COVER_25_5.wav,AI COVER,0.10075283446712018,2183.8663246878955,2253.190575651877,4525.2126057942705,-61.832108,91.52536,-23.852884,30.059095,12.36441,14.35708,5.7521753,8.801403,9.927972,8.184157,-0.5632459,7.3459473,3.0426896,-0.32257038,1.5241227,4.3661747,-6.4372263,-0.26982638,3.4276168,8.278392
AI COVER_10_6.wav,AI COVER,0.05938321995464853,1454.587013880933,1732.7188685305675,2892.7266438802085,-129.99142,136.19717,-33.539707,34.585213,6.9567647,15.943079,8.68846,10.947313,0.079164855,6.9795017,1.6281586,4.1402035,-1.5086411,3.4705815,-0.7872289,5.9641237,4.2400765,5.8984222,-2.9027772,-1.409698
AI COVER_31_0.wav,AI COVER,0.034049886621315195,861.5371064856122,863.581915519626,1774.2960611979167,-417.46066,27.294289,-13.726205,5.510305,2.5244594,4.892688,7.778265,-3.0916653,4.2114353,4.5065517,-4.9639397,6.0078826,-2.2624013,2.9537568,-1.2876463,-0.5753734,1.1335096,-0.5302918,1.7411538,1.8225746
AI COVER_226_103.wav,AI COVER,0.1308299319727891,2587.3795242170204,2464.8766988505645,5015.3920491536455,-34.884903,75.75192,-27.714134,23.275164,15.978393,15.712496,18.8293,8.906627,7.9355817,10.987105,-2.179128,10.672326,-9.876501,-0.24917838,1.1019896,-1.8380815,-10.800971,-1.4419512,3.0322459,2.2365398
AI COVER_175_3.wav,AI COVER,0.080281179138322,1582.7242171412815,1919.7762336894518,3206.004842122396,-273.70428,126.31913,-18.848707,15.358429,9.472587,9.770014,-0.38775134,5.336018,-8.020309,-4.644631,-4.3413076,-11.567765,-4.699342,7.732623,-2.5131052,-3.5997365,-12.425953,-6.1528263,-7.05513,-4.537723
AI COVER_129_4.wav,AI COVER,0.11057596371882086,2409.98985529788,2396.358198042602,4978.855387369792,-213.53639,75.43128,5.424297,25.628414,2.1434102,14.92794,3.4379594,11.3775015,-5.1360197,10.56124,-0.75035805,3.6611176,-6.0144715,-4.567941,-3.91078,0.6735054,2.014194,9.504608,6.1808023,9.56889
AI COVER_50_7.wav,AI COVER,0.10689342403628117,2504.0099922826453,2617.8983874274204,5497.646077473958,-4.3313375,87.50547,7.121112,27.148003,-10.6154785,6.830349,3.9500067,8.337834,7.0140414,11.1846695,-4.154987,8.282617,-0.72595114,5.3678036,-0.62817,4.9184785,2.7098575,6.774838,-1.7382493,-0.7817838
AI COVER_11_4.wav,AI COVER,0.09787755102040817,2780.623585386594,2797.5263767060574,6087.217203776042,53.4844,69.40655,-5.075303,26.828554,11.568685,9.220926,9.877177,8.442549,0.28275687,11.097045,-0.9329844,3.6260486,-0.018532736,1.172841,-3.8359463,2.9507666,-2.6735647,2.7552023,0.48446593,1.6205324
AI COVER_11_0.wav,AI COVER,0.1100498866213152,2049.8420785432854,1767.8494853638636,4045.25146484375,-163.48607,104.61163,-61.165554,29.607058,-47.52927,8.187419,-30.387913,-2.9898524,-18.599382,-7.4489784,-12.558374,-9.313356,-7.1976385,-7.307652,-5.867623,0.8302335,2.1143064,5.0402617,-2.3344073,-5.8452873
AI COVER_25_8.wav,AI COVER,0.0737687074829932,2165.490921559465,2375.699177391858,4658.6985270182295,-70.4853,94.86225,0.25470817,40.573174,2.4672842,12.199637,7.301489,11.378176,-4.8818913,9.007239,6.5483065,4.5482693,-0.5477464,0.27343476,-4.5978665,0.44887882,-1.6219083,1.5702566,-0.6077227,-1.3660878
AI COVER_226_4.wav,AI COVER,0.0912108843537415,2599.2735353429475,2747.173876496263,5638.0605061848955,-79.228065,76.151115,10.341372,36.428738,11.418123,6.8816004,10.325299,17.12174,-0.45000294,8.168039,0.36203977,1.9527948,0.14584859,0.3037029,-3.6430964,4.923922,-4.134066,-0.5474128,-3.6233683,-3.7691998
AI COVER_16_0.wav,AI COVER,0.10085260770975056,1866.8533365697508,1814.772569124306,3225.444539388021,-226.49509,98.5421,-47.513924,0.7847991,-2.7323453,-14.288715,-8.061962,-3.2908583,-24.980116,9.96759,3.558336,-2.2599103,-9.629639,-12.06819,-4.5326443,2.571818,-12.5605545,2.2932084,-1.1215407,-5.309371
AI COVER_81_4.wav,AI COVER,0.12332879818594104,2818.03373728135,2734.6791598747654,5874.6266682942705,-94.723946,73.01148,9.370713,31.83752,9.868702,1.8206253,0.49961853,3.6781034,-5.0085225,12.377818,-5.2076755,3.958704,-5.438267,0.9162758,-1.4700571,-1.870376,-4.596241,1.8147032,-3.9361818,-3.08219
AI COVER_52_8.wav,AI COVER,0.06431746031746031,1458.3488748671862,1783.190686210544,2767.863972981771,-132.70334,146.42732,-25.230396,18.813168,11.245177,-8.350678,1.8755553,-1.41305,-6.7389884,-0.18474615,2.4844148,0.7053777,-5.738399,2.27445,-7.7634234,7.1298485,-11.747577,5.933315,-4.547235,1.4956988
AI COVER_34_5.wav,AI COVER,0.07289795918367346,2432.935633738657,2841.68704043032,6044.2006429036455,-23.498453,82.24845,20.173841,18.778404,11.535112,12.508974,-0.8039435,15.995863,-1.9099301,10.761574,-1.6240758,9.275294,-0.8803893,2.0186625,-1.6894186,3.08924,7.053227,11.463476,3.6864471,12.32891
AI COVER_115_8.wav,AI COVER,0.10350113378684807,2331.285569067604,2366.459174864625,4583.6313883463545,31.55511,86.78257,-21.120975,31.805933,8.181882,6.391288,7.145155,12.531798,11.122607,11.478371,1.2241738,4.57802,-3.2995608,4.620646,-1.101148,0.9740835,-1.1582373,6.4814954,1.5350791,6.204572
AI COVER_83_4.wav,AI COVER,0.07587301587301587,1948.6201028417552,2102.3990249339863,3908.027140299479,-214.03928,99.615585,-5.179135,14.889028,-9.9564905,-9.900207,-16.53776,2.6705112,-52.00808,0.8687695,-12.9441595,-11.596437,-10.119118,-12.819395,7.0282416,-2.3118682,-16.619816,-1.0824414,-5.0795956,-15.566716
